20222023,amaze,appreciation,around,attempt,badge,better,call,challenge,chandrayaan,chandrayaan2,chandrayaan2s,charge,chief,clap,class,commend,could,courage,day,detect,display,doubt,dr,earth,economy,envelope,everyone,explain,explore,field,first,flare,flight,forward,future,geotail,gesture,happen,hard,help,hero,historical,india,indias,inspire,intensity,isro,journey,kind,knowing,land,last,life,look,magnetic,magnetosphere,make,mar,minister,minute,mission,mom,moon,move,name,narendramodi,need,observation,observes,obstructs,one,opportunity,orbiter,our,particle,passage,payload,plan,plasma,pole,power,prime,proud,proudly,quietly,real,really,result,saw,scientist,send,sept,show,sir,sit,sivan,solar,south,space,sun,system,team,thats,the,today,together,understand,variation,video,watch,we,wind,work,you
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2382398371983687,0.1853107222165522,0.0,0.0,0.208431705455191,0.0,0.2382398371983687,0.0,0.208431705455191,0.2382398371983687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4764796743967374,0.0,0.0,0.0,0.0,0.2382398371983687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2382398371983687,0.12440730131526502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2382398371983687,0.0,0.0,0.0,0.0,0.1853107222165522,0.0,0.1853107222165522,0.2382398371983687,0.2382398371983687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2382398371983687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2382398371983687,0.0,0.0,0.0,0.0,0.0,0.0
0.22709855790162628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10081182208304565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6812956737048789,0.0,0.0,0.3861090438715067,0.22709855790162628,0.0,0.0,0.22709855790162628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3003282180494256,0.0,0.0,0.0,0.0,0.22709855790162628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22709855790162628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16889989401479147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.1812687239303265,0.0,0.0,0.0,0.1812687239303265,0.0,0.0,0.0,0.0,0.14099673061324453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.362537447860653,0.0,0.1812687239303265,0.0,0.1812687239303265,0.0,0.1812687239303265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09465735463148703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.362537447860653,0.1812687239303265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1812687239303265,0.0,0.0,0.0,0.0,0.0,0.1812687239303265,0.0,0.0,0.0,0.0,0.14099673061324453,0.0,0.0,0.0,0.362537447860653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1812687239303265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28199346122648905,0.0,0.0,0.1585887134527594,0.0,0.0,0.0,0.1585887134527594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.362537447860653,0.0,0.0
0.0,0.2120854426059252,0.2120854426059252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2120854426059252,0.2120854426059252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2120854426059252,0.0,0.0,0.0,0.0,0.0,0.2120854426059252,0.0,0.0,0.0,0.2120854426059252,0.0,0.0,0.0,0.18029200233651654,0.0,0.0,0.0,0.0,0.0,0.18829463387129164,0.0,0.2120854426059252,0.0,0.0,0.0,0.2120854426059252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2120854426059252,0.0,0.0,0.0,0.0,0.0,0.0,0.2120854426059252,0.0,0.0,0.0,0.0,0.0,0.0,0.2120854426059252,0.0,0.18029200233651654,0.0,0.2120854426059252,0.2120854426059252,0.2120854426059252,0.0,0.0,0.0,0.0,0.0,0.0,0.2120854426059252,0.0,0.18029200233651654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2120854426059252,0.2120854426059252,0.1577341974744631,0.0,0.18029200233651654,0.0
0.0,0.0,0.0,0.0,0.0,0.27039574342667333,0.0,0.0,0.0,0.0,0.2298610852619827,0.0,0.0,0.0,0.0,0.2011012876030633,0.0,0.0,0.0,0.0,0.0,0.27039574342667333,0.0,0.27039574342667333,0.0,0.27039574342667333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2298610852619827,0.0,0.0,0.27039574342667333,0.0,0.0,0.24006394254736432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27039574342667333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27039574342667333,0.4597221705239654,0.0,0.0,0.0,0.0,0.0,0.0,0.27039574342667333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24010515778443228,0.1867616294579009,0.0,0.0,0.21006364054860774,0.0,0.24010515778443228,0.0,0.21006364054860774,0.24010515778443228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48021031556886457,0.0,0.0,0.0,0.0,0.24010515778443228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24010515778443228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24010515778443228,0.0,0.0,0.0,0.0,0.1867616294579009,0.0,0.1867616294579009,0.24010515778443228,0.24010515778443228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24010515778443228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24010515778443228,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.1812687239303265,0.0,0.0,0.0,0.1812687239303265,0.0,0.0,0.0,0.0,0.14099673061324453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.362537447860653,0.0,0.1812687239303265,0.0,0.1812687239303265,0.0,0.1812687239303265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09465735463148703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.362537447860653,0.1812687239303265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1812687239303265,0.0,0.0,0.0,0.0,0.0,0.1812687239303265,0.0,0.0,0.0,0.0,0.14099673061324453,0.0,0.0,0.0,0.362537447860653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1812687239303265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28199346122648905,0.0,0.0,0.1585887134527594,0.0,0.0,0.0,0.1585887134527594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.362537447860653,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.37397262558872935,0.0,0.0,0.31791089788145943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37397262558872935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37397262558872935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37397262558872935,0.0,0.0,0.0,0.24728147391182492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24728147391182492,0.0,0.0,0.2781344690604808,0.0,0.0,0.0,0.0,0.0,0.0,0.37397262558872935,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20764079123422136,0.17651364260731445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20764079123422136,0.1544285791889491,0.0,0.0,0.20764079123422136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20764079123422136,0.17651364260731445,0.0,0.0,0.20764079123422136,0.20764079123422136,0.0,0.0,0.0,0.0921742819351353,0.0,0.0,0.20764079123422136,0.0,0.20764079123422136,0.0,0.0,0.0,0.0,0.20764079123422136,0.0,0.20764079123422136,0.20764079123422136,0.0,0.0,0.0,0.0,0.0,0.20764079123422136,0.0,0.0,0.0,0.0,0.20764079123422136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20764079123422136,0.17651364260731445,0.0,0.0,0.0,0.0,0.0,0.20764079123422136,0.20764079123422136,0.0,0.0,0.20764079123422136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20764079123422136,0.0,0.0,0.20764079123422136,0.0,0.0,0.0,0.0,0.0,0.1544285791889491,0.0,0.17651364260731445,0.0
0.0,0.0,0.0,0.0,0.22164624653090775,0.0,0.0,0.0,0.0,0.0,0.1884195591475929,0.0,0.0,0.0,0.0,0.0,0.22164624653090775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22164624653090775,0.0,0.0,0.0,0.0,0.22164624653090775,0.22164624653090775,0.0,0.0,0.0,0.1884195591475929,0.0,0.0,0.0,0.0,0.0,0.22164624653090775,0.0,0.09839147450829645,0.22164624653090775,0.0,0.0,0.22164624653090775,0.0,0.0,0.22164624653090775,0.0,0.0,0.0,0.0,0.0,0.0,0.1884195591475929,0.0,0.22164624653090775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22164624653090775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22164624653090775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1465588836693677,0.22164624653090775,0.22164624653090775,0.0,0.22164624653090775,0.0,0.0,0.0,0.0,0.22164624653090775,0.0,0.0,0.0,0.0,0.16484484927492613,0.0,0.0,0.22164624653090775
